786,786 Investments Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
AABS,Al-Abbas Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
AAL,Agro Allianz Limited,TEXTILE SPINNING,FALSE,FALSE,False
AASM,Al-Abid Silk Mills Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
AATM,Ali Asghar Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ABL,Allied Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
ABOT,Abbott Laboratories (Pakistan) Limited,PHARMACEUTICALS,FALSE,FALSE,False
ABSON,Abson Industries Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
ACIETF,Alfalah Consumer Index (ETF),EXCHANGE TRADED FUNDS,TRUE,FALSE,False
ACPL,Attock Cement Pakistan Limited,CEMENT,FALSE,FALSE,False
ADAMS,Adam Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
ADMM,Artistic Denim Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
ADOS,Ados Pakistan Limited,ENGINEERING,FALSE,FALSE,False
ADTM,Adil Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
AEL,AEL Textile Limited,,FALSE,FALSE,False
AGHA,Agha Steel Ind.Ltd,ENGINEERING,FALSE,FALSE,False
AGIC,Askari General Insurance Company Limited,INSURANCE,FALSE,FALSE,False
AGIL,Agriauto Industries Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
AGL,Agritech Limited,FERTILIZER,FALSE,FALSE,False
AGLNCPS,Agritech Non-Voting (Pref) Class A,CHEMICAL,FALSE,FALSE,False
AGP,AGP Limited,PHARMACEUTICALS,FALSE,FALSE,False
AGSML,Abdullah Shah Ghazi Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
AGTL,Al-Ghazi Tractors Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
AHCL,Arif Habib Corporation Limited,FERTILIZER,FALSE,FALSE,False
AHL,Arif Habib Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
AHTM,Ahmad Hassan Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
AICL,Adamjee Insurance Company Limited,INSURANCE,FALSE,FALSE,False
AIRLINK,Air Link Communication Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
AKBL,Askari Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
AKDCL,AKD Capital Limited,,FALSE,FALSE,False
AKDHL,AKD Hospitality Limited,MISCELLANEOUS,FALSE,FALSE,False
AKDSL,AKD Securities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
AKGL,Al-Khair Gadoon Limited,MISCELLANEOUS,FALSE,FALSE,False
AKZO,Akzo Nobel Pakistan Limited,,FALSE,FALSE,False
ALAC,Askari Life Assurance Company Limited,INSURANCE,FALSE,FALSE,False
ALIFE,Adamjee Life Assurance Company Limited,INSURANCE,FALSE,FALSE,False
ALNRS,Al-Noor Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
ALQT,Al-Qadir Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ALTN,Altern Energy Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
AMBL,Apna Microfinance Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
AMSL,Al-Mal Securities & Services Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
AMTEX,Amtex Limited,TEXTILE SPINNING,FALSE,FALSE,False
ANL,Azgard Nine Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
ANNT,Annoor Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ANSM,Ansari Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
ANTM,AN Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
APL,Attock Petroleum Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
APOT,Apollo Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
AQTM,Al-Qaim Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ARCTM,Arctic Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ARM,Allied Rental Modaraba,,FALSE,FALSE,False
ARPAK,Arpak International Investments Ltd.,MISCELLANEOUS,FALSE,FALSE,False
ARPL,Archroma Pakistan Limited,CHEMICAL,FALSE,FALSE,False
ARUJ,Aruj Industries Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
ASC,Al Shaheer Corporation Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
ASCR1,AL-Shaheer (R),,FALSE,FALSE,False
ASHT,Ashfaq Textile Mills Limited,TEXTILE WEAVING,FALSE,FALSE,False
ASIC,Asia Insurance Company Limited,INSURANCE,FALSE,FALSE,False
ASL,Aisha Steel Mills Limited,ENGINEERING,FALSE,FALSE,False
ASLCPS,Aisha Steel Convt (Pref) Right,ENGINEERING,FALSE,FALSE,False
ASLPS,Aisha Steel Convertible (Pref),ENGINEERING,FALSE,FALSE,False
ASRL,Associated Services Limited,JUTE,FALSE,FALSE,False
ASTL,Amreli Steels Limited,ENGINEERING,FALSE,FALSE,False
ASTM,Asim Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ATBA,Atlas Battery Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
ATIL,Atlas Insurance Limited,INSURANCE,FALSE,FALSE,False
ATLH,Atlas Honda Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
ATRL,Attock Refinery Limited,REFINERY,FALSE,FALSE,False
AVN,Avanceon Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
AWTX,Allawasaya Tex. & Finishing Mills Ltd,TEXTILE SPINNING,FALSE,FALSE,False
AWWAL,Awwal Modaraba,,FALSE,FALSE,False
AYTM,Ayesha Textile Mills Limited,,FALSE,FALSE,False
AYZT,Ayaz Textile Mills Limited,TEXTILE WEAVING,FALSE,FALSE,False
AZMT,Azmat Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
AZTM,Al-Azhar Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
BAFL,Bank Alfalah Limited,COMMERCIAL BANKS,FALSE,FALSE,False
BAFS,Baba Farid Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
BAHL,Bank AL Habib Limited,COMMERCIAL BANKS,FALSE,FALSE,False
BAPL,Bawany Air Products Limited,CHEMICAL,FALSE,FALSE,False
BATA,Bata Pakistan Limited,LEATHER & TANNERIES,FALSE,FALSE,False
BBFL,Big Bird Foods Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
BCL,Bolan Castings Limited,ENGINEERING,FALSE,FALSE,False
BCML,Babri Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
BECO,Beco Steel Limited,ENGINEERING,FALSE,FALSE,False
BEEM,Beema-Pakistan Company Limited,INSURANCE,FALSE,FALSE,False
BELA,Bela Automotives Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
BERG,Berger Paints Pakistan Limited,CHEMICAL,FALSE,FALSE,False
BFAGRO,Barkat Frisian Agro Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
BFBIO,BF Biosciences Limited,PHARMACEUTICALS,FALSE,FALSE,False
BFMOD,B.F. Modaraba,MODARABAS,FALSE,FALSE,False
BGL,Baluchistan Glass Limited,GLASS & CERAMICS,FALSE,FALSE,False
BHAT,Bhanero Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
BIFO,Biafo Industries Limited,CHEMICAL,FALSE,FALSE,False
BIIC,Business & Industrial Insurance Company,INSURANCE,FALSE,FALSE,False
BILF,Bilal Fibres Limited,TEXTILE SPINNING,FALSE,FALSE,False
BIPL,BankIslami Pakistan Limited,COMMERCIAL BANKS,FALSE,FALSE,False
BIPLS,BIPL Securities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
BML,Bank Makramah Limited,COMMERCIAL BANKS,FALSE,FALSE,False
BNL,Bunnys Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
BNWM,Bannu Woollen Mills Limited,WOOLLEN,FALSE,FALSE,False
BOK,The Bank of Khyber,COMMERCIAL BANKS,FALSE,FALSE,False
BOP,The Bank of Punjab,COMMERCIAL BANKS,FALSE,FALSE,False
BPBL,Balochistan Particle Board Limited,,FALSE,FALSE,False
BPL,Burshane LPG (Pakistan) Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
BROT,Brothers Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
BRR,B.R.R. Guardian Modaraba,,FALSE,FALSE,False
BRRG,B.R.R Guardian Limited,PROPERTY,FALSE,FALSE,False
BTL,Blessed Textiles Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
BUXL,Buxly Paints Limited,CHEMICAL,FALSE,FALSE,False
BWCL,Bestway Cement Limited,CEMENT,FALSE,FALSE,False
BWHL,Baluchistan Wheels Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
BYCO,Byco Petroleum Pakistan Limited,REFINERY,FALSE,FALSE,False
CASH,Calcorp Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
CCM,Crescent Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
CECL,Climax Engineering Company Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
CENI,Century Insurance Company Limited,INSURANCE,FALSE,FALSE,False
CEPB,Century Paper & Board Mills Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
CFL,Crescent Fibres Limited,TEXTILE SPINNING,FALSE,FALSE,False
CHAS,Chashma Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
CHBL,Chenab Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
CHCC,Cherat Cement Company Limited,CEMENT,FALSE,FALSE,False
CJPL,Crescent Jute Products Limited,JUTE,FALSE,FALSE,False
CLCPS,Chenab Limited (Pref),TEXTILE COMPOSITE,FALSE,FALSE,False
CLOUD,Chakwal Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
CLOV,Clover Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
CLVL,Cordoba Logistics & Ventures Limited,TRANSPORT,FALSE,FALSE,False
CNERGY,Cnergyico PK  Limited,REFINERY,FALSE,FALSE,False
COLG,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
COST,(Colony) Sarhad Textile Mills Limited,,FALSE,FALSE,False
COTT,,TEXTILE COMPOSITE,FALSE,FALSE,False
CPAL,Capital Assets Leasing Corporation,LEASING COMPANIES,FALSE,FALSE,False
CPHL,Citi Pharma Ltd.,PHARMACEUTICALS,FALSE,FALSE,False
CPPL,Cherat Packaging Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
CRTM,The Crescent Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
CSAP,Crescent Steel & Allied Products Limited,ENGINEERING,FALSE,FALSE,False
CSIL,Crescent Star Insurance Limited,INSURANCE,FALSE,FALSE,False
CSM,Cresent Standard Modaraba,MODARABAS,FALSE,FALSE,False
CTM,Colony Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
CWSM,Chakwal Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
CYAN,Cyan Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
DAAG,Data Agro Limited,CHEMICAL,FALSE,FALSE,False
DADX,Dadex Eternit Limited,ENGINEERING,FALSE,FALSE,False
DATM,Data Textiles Limited,,FALSE,FALSE,False
DAWH,Dawood Hercules Corporation Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
DBCI,Dadabhoy Cement Industries Limited,CEMENT,FALSE,FALSE,False
DBSL,Dadabhoy Sack Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
DCL,Dewan Cement Limited,CEMENT,FALSE,FALSE,False
DCM,Dawood Capital Management Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
DCR,Dolmen City REIT,REAL ESTATE INVESTMENT TRUST,FALSE,FALSE,False
DCTL,Dadabhoy Construction Technology Limited,MISCELLANEOUS,FALSE,FALSE,False
DEL,Dawood Equities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
DFML,Dewan Farooque Motors Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
DFSM,Dewan Farooque Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DGKC,D.G. Khan Cement Company Limited,CEMENT,FALSE,FALSE,False
DHPL,DH Partners Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
DIIL,Diamond Industries Limited,MISCELLANEOUS,FALSE,FALSE,False
DINT,Din Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DKL,Drekkar Kingsway Limited,ENGINEERING,FALSE,FALSE,False
DKTM,Dewan Khalid Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DLL,Dawood Lawrencepur Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
DMC,D.M. Corporation Limited.,TEXTILE SPINNING,FALSE,FALSE,False
DMIL,D.M. Industries Limited,TEXTILE SPINNING,FALSE,FALSE,False
DMTM,Dewan Mushtaq Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DMTX,D.M. Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DNCC,Dandot Cement Company Limited,CEMENT,FALSE,FALSE,False
DOL,Descon Oxychem Limited,CHEMICAL,FALSE,FALSE,False
DOLCPS,Descon Oxychem Limited (12%Non-Voting Pref),CHEMICAL,FALSE,FALSE,False
DOMF,Dominion Stock Fund Limited,,FALSE,FALSE,False
DSFL,Dewan Salman Fibre Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
DSIL,D.S. Industries Limited,TEXTILE SPINNING,FALSE,FALSE,False
DSL,Dost Steels Limited,ENGINEERING,FALSE,FALSE,False
DSML,Dar-es-Salaam Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DWAE,Dewan Automotive Engineering Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
DWSM,Dewan Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
DWTM,Dewan Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
DYNO,Dynea Pakistan Limited,CHEMICAL,FALSE,FALSE,False
ECOP,Ecopack Limited,MISCELLANEOUS,FALSE,FALSE,False
EFERT,Engro Fertilizers Limited,FERTILIZER,FALSE,FALSE,False
EFGH,EFG Hermes Pakistan Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
EFOODS,Engro Foods Limited,,FALSE,FALSE,False
EFUG,EFU General Insurance Limited,INSURANCE,FALSE,FALSE,False
EFUL,EFU Life Assurance Limited,INSURANCE,FALSE,FALSE,False
ELCM,Elahi Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
ELSM,Ellcot Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
EMCO,Emco Industries Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
ENGL,English Leasing Limited,LEASING COMPANIES,FALSE,FALSE,False
ENGRO,Engro Corporation Limited,FERTILIZER,FALSE,FALSE,False
ENGROH,Engro Holdings Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
EPCL,Engro Polymer & Chemicals Limited,CHEMICAL,FALSE,FALSE,False
EPCLPS,Engro Poly(Pref),CHEMICAL,FALSE,FALSE,False
EPCLR1,,CHEMICAL,FALSE,FALSE,False
EPQL,Engro Powergen Qadirpur Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
ESBL,Escorts Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
EWIC,East West Insurance Company Limited,INSURANCE,FALSE,FALSE,False
EWICR1,East West (R),,FALSE,FALSE,False
EWLA,East West Life Assurance Company Limited,INSURANCE,FALSE,FALSE,False
EXIDE,Exide Pakistan Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
EXTR,Extraction (Pakistan) Limited,,FALSE,FALSE,False
FABL,Faysal Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
FAEL,Fatima Enterprises Limited,TEXTILE SPINNING,FALSE,FALSE,False
FANM,First Al-Noor Modaraba,MODARABAS,FALSE,FALSE,False
FASM,Faisal Spinning Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
FATIMA,Fatima Fertilizer Company Limited,FERTILIZER,FALSE,FALSE,False
FCCL,Fauji Cement Company Limited,CEMENT,FALSE,FALSE,False
FCEL,First Capital Equities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
FCEPL,Frieslandcampina Engro Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
FCIBL,First Credit and Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
FCL,Fast Cables Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
FCONM,First Constellation Modaraba,MODARABAS,FALSE,FALSE,False
FCSC,First Capital Securities Corporation,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
FDIBL,First Dawood Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
FDMF,First Dawood Mutual Fund,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
FDPL,First Dawood Properties Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
FECM,First Elite Capital Modaraba,MODARABAS,FALSE,FALSE,False
FECTC,Fecto Cement Limited,CEMENT,FALSE,FALSE,False
FEM,First Equity Modaraba,MODARABAS,FALSE,FALSE,False
FEROZ,Ferozsons Laboratories Limited,PHARMACEUTICALS,FALSE,FALSE,False
FFBL,Fauji Fertilizer Bin Qasim Limited,FERTILIZER,FALSE,FALSE,False
FFC,Fauji Fertilizer Company Limited,FERTILIZER,FALSE,FALSE,False
FFL,Fauji Foods Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
FFLM,First Fidelity Leasing Modaraba,MODARABAS,FALSE,FALSE,False
FFLNV,,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
FFLR1,Fauji Foods Ltd(R),,FALSE,FALSE,False
FHAM,First Habib Modaraba,MODARABAS,FALSE,FALSE,False
FIBLM,First IBL Modaraba,MODARABAS,FALSE,FALSE,False
FIL,Fateh Industries Limited,LEATHER & TANNERIES,FALSE,FALSE,False
FIM,First Investec Modaraba,MODARABAS,FALSE,FALSE,False
FIMM,First Imrooz Modaraba,MODARABAS,FALSE,FALSE,False
FLYNG,Flying Cement Company Limited,CEMENT,FALSE,FALSE,False
FLYNGR1,Flying Cement(R),CEMENT,FALSE,FALSE,False
FML,Feroze1888 Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
FNBM,First National Bank Modaraba,MODARABAS,FALSE,FALSE,False
FNEL,First National Equities Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
FPJM,First Punjab Modaraba,MODARABAS,FALSE,FALSE,False
FPRM,First Paramount Modaraba,MODARABAS,FALSE,FALSE,False
FRCL,Frontier Ceramics Limited,GLASS & CERAMICS,FALSE,FALSE,False
FRSM,Faran Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
FSWL,Fateh Sports Wear Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
FTHM,Fateh Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
FTMM,First Treet Manufacturing Modaraba,MODARABAS,FALSE,FALSE,False
FTSM,First Tri-Star Modaraba,MODARABAS,FALSE,FALSE,False
FUDLM,First UDL Modaraba,,FALSE,FALSE,False
FZCM,Fazal Cloth Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
GADT,Gadoon Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
GAIL,Ghani Automobile Industries Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
GAILR1,,,FALSE,FALSE,False
GAL,Ghandhara Automobiles Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
GAMON,Gammon Pakistan Limited,MISCELLANEOUS,FALSE,FALSE,False
GASF,Golden Arrow Selected Stocks,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
GATI,Gatron (Industries) Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
GATM,Gul Ahmed Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
GCIL,Ghani Chemical Industries Limited,CHEMICAL,FALSE,FALSE,False
GCILB,Ghani Chemical Industries Limited (B),,FALSE,FALSE,False
GCWL,Ghani Chemworld Limited,CHEMICAL,FALSE,FALSE,False
GEMBCEM,Burj Clean Energy Modaraba(GEM),MODARABAS,FALSE,FALSE,True
GEMBLUEX,Blue-Ex Limited (GEM),TRANSPORT,FALSE,FALSE,True
GEMMEL,Mughal Energy Limited(GEM),POWER GENERATION & DISTRIBUTION,FALSE,FALSE,True
GEMNETS,Nets International Communication Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,True
GEMPACRA,The Pakistan Credit Rating Agency Ltd,MISCELLANEOUS,FALSE,FALSE,True
GEMPAPL,Pak Agro Packaging Limited(GEM),"PAPER, BOARD & PACKAGING",FALSE,FALSE,True
GEMSPNL,Supernet Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,True
GEMUNSL,Universal Network Systems Limited(GEM),,FALSE,FALSE,True
GENP,Genertech Pakistan Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
GFIL,Ghazi Fabrics International Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
GGGL,Ghani Global Glass Limited,GLASS & CERAMICS,FALSE,FALSE,False
GGGLR1,Ghani Global(R),,FALSE,FALSE,False
GGL,Ghani Global Holdings Limited,CHEMICAL,FALSE,FALSE,False
GGLR1,Ghani Global(R),,FALSE,FALSE,False
GHGL,Ghani Glass Limited,GLASS & CERAMICS,FALSE,FALSE,False
GHGLR1,,GLASS & CERAMICS,FALSE,FALSE,False
GHNI,Ghandhara Industries Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
GHNL,Ghandhara Nissan Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
GIL,Good Luck Industries Ltd.,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
GLAT,Glamour Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
GLAXO,GlaxoSmithKline Pakistan Limited,PHARMACEUTICALS,FALSE,FALSE,False
GLOT,Globe Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
GLPL,Gillette Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
GOC,GOC (Pak) Limited.,MISCELLANEOUS,FALSE,FALSE,False
GOEM,Globe Textile Mills (OE) Limited,TEXTILE SPINNING,FALSE,FALSE,False
GRR,Globe Residency REIT,REAL ESTATE INVESTMENT TRUST,FALSE,FALSE,False
GRYL,Grays Leasing Limited,LEASING COMPANIES,FALSE,FALSE,False
GSKCH,GlaxoSmithKline Consumer Healthcare,PHARMACEUTICALS,FALSE,FALSE,False
GSPM,Gulshan Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
GTECH,G3 Technologies Limited,,FALSE,FALSE,False
GTECHBR,G3 Technologies Ltd.CLASS B,,FALSE,FALSE,False
GTYR,Ghandhara Tyre & Rubber Company Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
GUSM,Gulistan Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
GUTM,Gulistan Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
GVGL,Ghani Value Glass Limited,GLASS & CERAMICS,FALSE,FALSE,False
GWLC,Gharibwal Cement Limited,CEMENT,FALSE,FALSE,False
HABSM,Habib Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
HACC,Hashimi Can Company Limited,MISCELLANEOUS,FALSE,FALSE,False
HADC,Haydari Construction Company Limited,MISCELLANEOUS,FALSE,FALSE,False
HAEL,Hala Enterprises Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
HAFL,Hafiz Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
HAJT,Hajra Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
HAL,Habib-ADM Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
HALEON,Haleon Pakistan Limited,PHARMACEUTICALS,FALSE,FALSE,False
HASCOL,Hascol Petroleum Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
HASCOLR1,Hascol Petre(R),OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
HATM,Hamid Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
HBL,Habib Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
HBLTETF,HBL Total Treasury (ETF),EXCHANGE TRADED FUNDS,TRUE,FALSE,False
HCAR,Honda Atlas Cars (Pakistan) Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
HCL,Hallmark Company Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
HGFA,HBL Growth Fund,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
HICL,Habib Insurance Company Limited,INSURANCE,FALSE,FALSE,False
HIFA,HBL Investment Fund,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
HINO,Hinopak Motors Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
HINOON,Highnoon Laboratories Limited,PHARMACEUTICALS,FALSE,FALSE,False
HIRAT,Hira Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
HKKT,Hakkim Textile Mills Limited,TEXTILE WEAVING,FALSE,FALSE,False
HMB,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
HMICL,Hallmark Insurance Company Limited,INSURANCE,FALSE,FALSE,False
HMIM,Haji Mohammad Ismail Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
HMM,Habib Metro Mod,,FALSE,FALSE,False
HPL,Hoechst Pakistan Limited,PHARMACEUTICALS,FALSE,FALSE,False
HRPL,Habib Rice Product Limited.,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
HSM,Husein Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
HSMCPS,Husein Sugar(Pref),SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
HSMPSR,Husein Sugar(R),,FALSE,FALSE,False
HSMR1,,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
HSPI,Huffaz Seamless Pipe Industries Limited,ENGINEERING,FALSE,FALSE,False
HTL,Hi-Tech Lubricants Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
HUBC,The Hub Power Company Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
HUMNL,Hum Network Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
HUSI,Husein Industries Limited,PROPERTY,FALSE,FALSE,False
